Simulation level:metapop
Simulation finished in 121.94 s
Outputs stored in outputs/counts.csv
         250768863 function calls (217796981 primitive calls) in 123.470 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 environment.py:78(load_extensions)
        1    0.000    0.000    0.000    0.000 environment.py:1138(TemplateModule)
        1    0.000    0.000    0.000    0.000 nodes.py:59(NodeType)
        1    0.000    0.000    0.000    0.000 nodes.py:299(Extends)
        1    0.000    0.000    0.000    0.000 nodes.py:304(For)
        1    0.000    0.000    0.000    0.000 nodes.py:320(Macro)
        1    0.000    0.000    0.000    0.000 nodes.py:340(With)
        1    0.000    0.000    0.000    0.000 nodes.py:354(Include)
        1    0.000    0.000    0.000    0.000 nodes.py:393(Expr)
        1    0.000    0.000    0.000    0.000 nodes.py:434(UnaryExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:453(Name)
        1    0.000    0.000    0.000    0.000 nodes.py:485(Const)
        1    0.000    0.000    0.000    0.000 nodes.py:515(TemplateData)
        1    0.000    0.000    0.000    0.000 nodes.py:528(Tuple)
        1    0.000    0.000    0.000    0.000 nodes.py:546(List)
        1    0.000    0.000    0.000    0.000 nodes.py:566(Pair)
        1    0.000    0.000    0.000    0.000 nodes.py:621(Filter)
        1    0.000    0.000    0.000    0.000 nodes.py:702(Getitem)
        1    0.000    0.000    0.000    0.000 nodes.py:720(Getattr)
        1    0.000    0.000    0.000    0.000 nodes.py:740(Slice)
        1    0.000    0.000    0.000    0.000 nodes.py:755(Concat)
        1    0.000    0.000    0.000    0.000 nodes.py:832(And)
        1    0.000    0.000    0.000    0.000 nodes.py:894(InternalName)
        1    0.000    0.000    0.000    0.000 nodes.py:935(ContextReference)
        1    0.000    0.000    0.000    0.000 utils.py:60(evalcontextfunction)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:227(_MagicFormatMapping)
        1    0.000    0.000    0.000    0.000 __init__.py:260(EscapeFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:293(_MarkupEscapeHelper)
        1    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
        6    0.000    0.000    0.000    0.000 filters.py:29(contextfilter)
        1    0.000    0.000    0.000    0.000 runtime.py:80(TemplateReference)
        1    0.000    0.000    0.000    0.000 runtime.py:421(LoopContext)
        1    0.000    0.000    0.000    0.000 runtime.py:460(LoopContextIterator)
        1    0.000    0.000    0.000    0.000 runtime.py:785(StrictUndefined)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(TemplateNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(TemplatesNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(TemplateSyntaxError)
        1    0.000    0.000    0.000    0.000 exceptions.py:133(UndefinedError)
        1    0.000    0.000    0.000    0.000 lexer.py:216(<listcomp>)
        1    0.000    0.000    0.000    0.000 lexer.py:219(Failure)
        1    0.000    0.000    0.000    0.000 lexer.py:412(Lexer)
        1    0.000    0.000    0.000    0.000 compiler.py:123(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:121(MacroRef)
        1    0.000    0.000    0.000    0.000 compiler.py:130(Frame)
        1    0.000    0.000    0.000    0.000 compiler.py:192(VisitorExit)
        1    0.000    0.000    0.000    0.000 compiler.py:196(DependencyFinderVisitor)
       23    0.000    0.000    0.000    0.000 compiler.py:233(visit_Block)
       26    0.000    0.000    0.000    0.000 compiler.py:419(<genexpr>)
        2    0.000    0.000    0.000    0.000 compiler.py:584(<genexpr>)
        1    0.000    0.000    0.000    0.000 compiler.py:623(pop_parameter_definitions)
        1    0.000    0.000    0.000    0.000 compiler.py:627(mark_parameter_stored)
        1    0.000    0.000    0.000    0.000 visitor.py:14(NodeVisitor)
        1    0.000    0.000    0.000    0.000 visitor.py:47(NodeTransformer)
        1    0.000    0.000    0.000    0.000 loaders.py:292(FunctionLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:376(ChoiceLoader)
        1    0.000    0.000    0.000    0.000 bccache.py:60(Bucket)
        1    0.000    0.000    0.000    0.000 bccache.py:117(BytecodeCache)
        1    0.000    0.000    0.000    0.000 bccache.py:291(MemcachedBytecodeCache)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:190(AsyncLoopContext)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:210(AsyncLoopContextIterator)
        1    0.000    0.000    0.000    0.000 _base.py:48(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:56(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:71(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:93(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:108(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 base_futures.py:13(InvalidStateError)
        1    0.000    0.000    0.000    0.000 events.py:32(Handle)
        1    0.000    0.000    0.000    0.000 events.py:576(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:64(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:105(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:160(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:136(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:158(DatagramTransport)
        1    0.000    0.000    0.000    0.000 tasks.py:633(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 locks.py:13(_ContextManager)
        1    0.000    0.000    0.000    0.000 locks.py:418(Semaphore)
        1    0.000    0.000    0.000    0.000 locks.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 queues.py:10(QueueEmpty)
        1    0.000    0.000    0.000    0.000 queues.py:219(PriorityQueue)
        1    0.000    0.000    0.000    0.000 streams.py:22(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 streams.py:39(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 streams.py:147(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 unix_events.py:761(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:856(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:917(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:996(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:254(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 exception.py:125(PowerIterationFailedConvergence)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 union_find.py:15(UnionFind)
        1    0.000    0.000    0.000    0.000 heaps.py:25(_Item)
        8    0.000    0.000    0.000    0.000 heaps.py:143(func)
        1    0.000    0.000    0.000    0.000 heaps.py:153(_Node)
        1    0.000    0.000    0.000    0.000 coreviews.py:66(AdjacencyView)
        1    0.000    0.000    0.000    0.000 coreviews.py:162(UnionAdjacency)
        1    0.000    0.000    0.000    0.000 coreviews.py:213(UnionMultiInner)
        1    0.000    0.000    0.000    0.000 coreviews.py:243(UnionMultiAdjacency)
        1    0.000    0.000    0.000    0.000 coreviews.py:349(FilterMultiInner)
        1    0.000    0.000    0.000    0.000 reportviews.py:390(DegreeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:536(DiMultiDegreeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:600(OutMultiDegreeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:628(OutEdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:684(EdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:755(OutMultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:827(MultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:863(InMultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:951(EdgeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:1075(OutMultiEdgeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:1120(MultiEdgeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:1140(InMultiEdgeView)
        1    0.000    0.000    0.000    0.000 digraph.py:816(predecessors)
        1    0.000    0.000    0.000    0.000 ordered.py:47(OrderedGraph)
        1    0.000    0.000    0.000    0.000 ordered.py:63(OrderedMultiGraph)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-14>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-16>:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-18>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-29>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-25>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-26>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-27>:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        2    0.000    0.000    0.000    0.000 _version.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:659(_Deprecate)
        1    0.000    0.000    0.000    0.000 sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 orthogonal.py:124(orthopoly1d)
        1    0.000    0.000    0.000    0.000 blas.py:232(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _util.py:139(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 context.py:202(reducer)
        1    0.000    0.000    0.000    0.000 context.py:228(__init__)
        1    0.000    0.000    0.000    0.000 context.py:225(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:272(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 process.py:36(current_process)
        5    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:22(SqrtmError)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-61>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-60>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-37>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-46>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-47>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-54>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-55>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-56>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-67>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-68>:1(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:244(node)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:93(SphericalVoronoi)
        1    0.000    0.000    0.000    0.000 decorator.py:279(ContextManager)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 rotation.py:1637(Slerp)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-72>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-73>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-74>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-75>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-76>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-78>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-79>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-80>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-82>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-87>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-92>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-93>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-110>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-96>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-98>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-99>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-100>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-286>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-109>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-105>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-113>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-116>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-118>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-121>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-127>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-129>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-134>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-139>:1(<module>)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:34(InverseLaplacian)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:109(CGInverseLaplacian)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-142>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-144>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-146>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-149>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-150>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-162>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-161>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-164>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-169>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-172>:1(<module>)
        1    0.000    0.000    0.000    0.000 chordal.py:30(NetworkXTreewidthBoundExceeded)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-176>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-179>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-195>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-196>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-197>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-199>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-201>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-202>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-203>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-213>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-215>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-221>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-222>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-223>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-224>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-226>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-232>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-233>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-236>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-237>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-239>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-240>:1(<module>)
        1    0.000    0.000    0.000    0.000 greedy_coloring_with_interchange.py:49(AdjEntry)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-241>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-270>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-247>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-253>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-269>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-254>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-257>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-262>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-263>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-266>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-272>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-280>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-282>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-287>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-293>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-297>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-299>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-300>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-301>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-302>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-304>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-305>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-315>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-316>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-317>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-321>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-338>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-323>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-324>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-325>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-326>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-328>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-337>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-332>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-335>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-336>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-344>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-345>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-347>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-355>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-361>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-362>:1(<module>)
        1    0.000    0.000    0.000    0.000 planarity.py:141(Interval)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-364>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-365>:1(<module>)
        1    0.000    0.000    0.000    0.000 simple_paths.py:433(PathBuffer)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-375>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-376>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-379>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-385>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-387>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-391>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-395>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-398>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-403>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-405>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-406>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-410>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-420>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-415>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-421>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-422>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-425>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-430>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-431>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-432>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-436>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-441>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-442>:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:54(GlobalRelabelThreshold)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-443>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-444>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-447>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-450>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-452>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-457>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-458>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-462>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-464>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-465>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-471>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-474>:1(<module>)
        1    0.000    0.000    0.000    0.000 edge_kcomponents.py:249(EdgeComponentAuxGraph)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-479>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-480>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-484>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-486>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-488>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-497>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-500>:1(<module>)
        1    0.000    0.000    0.000    0.000 quality.py:25(NotAPartition)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:77(GraphMatcher)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:197(MultiDiGraphMatcher)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:832(GMState)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-533>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-511>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-515>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-504>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-505>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-509>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-510>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-521>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-527>:1(<module>)
        1    0.000    0.000    0.000    0.000 branchings.py:255(Edmonds)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-530>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-536>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-538>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-558>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-547>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-557>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-553>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-555>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-560>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-568>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-569>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-582>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-585>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-586>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-598>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-599>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-601>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-603>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-605>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-609>:1(<module>)
