Simulation level:metapop
Simulation finished in 107.32 s
Outputs stored in outputs/counts.csv
         238129223 function calls (202679393 primitive calls) in 110.198 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 layouts.py:342(Box)
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:1014(wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:1358(_get_handles)
       13    0.000    0.000    0.000    0.000 scanner.py:467(fetch_flow_entry)
       83    0.000    0.000    0.000    0.000 <string>:1(__new__)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:73(__init__)
       12    0.000    0.000    0.000    0.000 state_machines.py:117(<dictcomp>)
        2    0.000    0.000    0.000    0.000 add.py:574(_eval_is_positive)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reshape.py:1(<module>)
       30    0.000    0.000    0.000    0.000 langhelpers.py:939(__new__)
        5    0.000    0.000    0.000    0.000 attr.py:151(update_subclass)
      101    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       16    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
      150    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
       96    0.000    0.000    0.000    0.000 pyparsing.py:2153(__str__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4783(<genexpr>)
       29    0.000    0.000    0.000    0.000 basic.py:1183(<genexpr>)
       28    0.000    0.000    0.000    0.000 lambdify.py:552(isiter)
       27    0.000    0.000    0.000    0.000 mul.py:1080(<genexpr>)
       10    0.000    0.000    0.000    0.000 mul.py:1222(_eval_is_irrational)
        1    0.000    0.000    0.000    0.000 factortools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathematica.py:3(<module>)
        1    0.000    0.000    0.000    0.000 plot.py:70(Plot)
      180    0.000    0.000    0.000    0.000 _parser.py:219(isspace)
       70    0.000    0.000    0.000    0.000 inference.py:386(is_hashable)
       71    0.000    0.000    0.000    0.000 __init__.py:329(iterable)
        1    0.000    0.000    0.000    0.000 datatypes.py:9(<module>)
        1    0.000    0.000    0.000    0.000 locking.py:9(<module>)
       13    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 sre_parse.py:945(parse_template)
        1    0.000    0.000    0.000    0.000 appdirs.py:9(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
       14    0.000    0.000    0.000    0.000 containers.py:48(<genexpr>)
        6    0.000    0.000    0.000    0.000 function.py:235(__new__)
        1    0.000    0.000    0.000    0.000 domain.py:17(Domain)
        1    0.000    0.000    0.000    0.000 lobpcg.py:18(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:280(conditionAsParseAction)
        1    0.000    0.000    0.000    0.000 dataspec.py:341(__init__)
        1    0.000    0.000    0.000    0.000 tools.py:735(LassoSelectTool)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        2    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        6    0.000    0.000    0.000    0.000 scanner.py:424(fetch_flow_mapping_start)
      392    0.000    0.000    0.000    0.000 resolver.py:114(ascend_resolver)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 rszeta.py:49(<module>)
       28    0.000    0.000    0.000    0.000 rational.py:7(create_reduced)
        1    0.000    0.000    0.000    0.000 codeop.py:57(<module>)
        4    0.000    0.000    0.000    0.000 numbers.py:1126(_eval_is_negative)
        1    0.000    0.000    0.000    0.000 repr.py:6(<module>)
        1    0.000    0.000    0.000    0.000 gosper.py:1(<module>)
        3    0.000    0.000    0.000    0.000 compiler.py:843(visit_Extends)
  195/191    0.000    0.000    0.000    0.000 idtracking.py:56(find_ref)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minors.py:11(<module>)
      301    0.000    0.000    0.000    0.000 __init__.py:907(__iter__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4743(__init__)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
        1    0.000    0.000    0.000    0.000 tools.py:784(PolySelectTool)
        1    0.000    0.000    0.000    0.000 tables.py:205(BooleanFormatter)
       16    0.000    0.000    0.000    0.000 _collections.py:145(__new__)
        7    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
      151    0.000    0.000    0.000    0.000 {built-in method gmpy2.fac}
        1    0.000    0.000    0.000    0.000 polyconfig.py:53(configure)
        1    0.000    0.000    0.000    0.000 characteristiczero.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orthopolys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:66(Term)
       21    0.000    0.000    0.000    0.000 sympy_parser.py:589(factorial_notation)
       27    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
       86    0.000    0.000    0.000    0.000 events.py:22(__init__)
      4/3    0.000    0.000    0.000    0.000 docopt.py:241(match)
       92    0.000    0.000    0.000    0.000 docopt.py:295(move)
        1    0.000    0.000    0.000    0.000 ctx_fp.py:12(FPContext)
       24    0.000    0.000    0.000    0.000 ctx_iv.py:384(make_mpf)
       31    0.000    0.000    0.000    0.000 assumptions.py:238(make_property)
        1    0.000    0.000    0.000    0.000 iterables.py:778(topological_sort)
        1    0.000    0.000    0.000    0.000 doctest.py:2148(DocTestCase)
        8    0.000    0.000    0.000    0.000 mul.py:1352(_eval_subs)
        1    0.000    0.000    0.000    0.000 power.py:522(_eval_is_odd)
        2    0.000    0.000    0.000    0.000 add.py:658(_eval_is_negative)
       20    0.000    0.000    0.000    0.000 str.py:298(<listcomp>)
        1    0.000    0.000    0.000    0.000 residues.py:4(<module>)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1621(_wait)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        3    0.000    0.000    0.000    0.000 matrices.py:737(__init__)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:1311(_IXIndexer)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3203(__str__)
       80    0.000    0.000    0.000    0.000 bases.py:122(_sphinx_type)
        1    0.000    0.000    0.000    0.000 graphs.py:52(StaticLayoutProvider)
        1    0.000    0.000    0.000    0.000 deprecations.py:9(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
      137    0.000    0.000    0.000    0.000 {built-in method gmpy2._mpmath_normalize}
        1    0.000    0.000    0.000    0.000 hypergeometric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numbers.py:1605(__div__)
       12    0.000    0.000    0.000    0.000 add.py:341(as_coeff_Add)
        1    0.000    0.000    0.000    0.000 ring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 state.py:55(EmulsionEnum)
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
       93    0.000    0.000    0.000    0.000 _parser.py:325(jump)
       89    0.000    0.000    0.000    0.000 _parser.py:1171(_build_tzaware)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
      196    0.000    0.000    0.000    0.000 nodes.py:97(get_eval_context)
        1    0.000    0.000    0.000    0.000 optimizer.py:18(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:24(bsr_matrix)
        4    0.000    0.000    0.000    0.000 weakly_connected.py:23(weakly_connected_components)
        1    0.000    0.000    0.000    0.000 generic.py:16(<module>)
        1    0.000    0.000    0.000    0.000 isomorph.py:3(<module>)
       80    0.000    0.000    0.000    0.000 __init__.py:244(_get_frame_op_default_axis)
      102    0.000    0.000    0.000    0.000 common.py:98(_expand_user)
        6    0.000    0.000    0.000    0.000 struct.py:47(__init__)
        1    0.000    0.000    0.000    0.000 filters.py:113(CustomJSFilter)
        1    0.000    0.000    0.000    0.000 base.py:1737(Engine)
       72    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        7    0.000    0.000    0.000    0.000 facts.py:347(<listcomp>)
        1    0.000    0.000    0.000    0.000 process.py:5(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:762(InverseMellinTransform)
        1    0.000    0.000    0.000    0.000 binary.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:687(get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:1070(<listcomp>)
        2    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tickers.py:200(MercatorTicker)
        1    0.000    0.000    0.000    0.000 saving.py:9(<module>)
       27    0.000    0.000    0.000    0.000 enum.py:64(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4292(__init__)
       29    0.000    0.000    0.000    0.000 libmpf.py:626(mpf_lt)
       16    0.000    0.000    0.000    0.000 numbers.py:1718(__eq__)
        9    0.000    0.000    0.000    0.000 add.py:17(_addsort)
        1    0.000    0.000    0.000    0.000 coreerrors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defaults.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rings.py:544(PolyElement)
        1    0.000    0.000    0.000    0.000 formal.py:903(FormalPowerSeries)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 display.py:3(<module>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:381(_calc_mode)
       51    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
       11    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
       19    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 expintegrals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 differentiation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 egyptian_fraction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pretty.py:37(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 matrices.py:1665(MatrixDeprecated)
       26    0.000    0.000    0.000    0.000 typing.py:772(<genexpr>)
        3    0.000    0.000    0.000    0.000 idtracking.py:246(visit_FromImport)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 depth_first_search.py:12(<module>)
        1    0.000    0.000    0.000    0.000 mapped_queue.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:1(<module>)
       62    0.000    0.000    0.000    0.000 accessor.py:91(_create_delegator_method)
        1    0.000    0.000    0.000    0.000 sparse.py:63(SparseDtype)
        1    0.000    0.000    0.000    0.000 __init__.py:656(_get_data_path)
        1    0.000    0.000    0.000    0.000 sources.py:710(WebSource)
       30    0.000    0.000    0.000    0.000 langhelpers.py:947(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(<module>)
        1    0.000    0.000    0.000    0.000 csvs.py:3(<module>)
      155    0.000    0.000    0.000    0.000 {built-in method time.time}
       46    0.000    0.000    0.000    0.000 warnings.py:493(__exit__)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
       50    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       36    0.000    0.000    0.000    0.000 assume.py:142(__new__)
        2    0.000    0.000    0.000    0.000 _compat.py:85(with_metaclass)
      204    0.000    0.000    0.000    0.000 patches.py:1807(<genexpr>)
        1    0.000    0.000    0.000    0.000 override.py:14(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
      306    0.000    0.000    0.000    0.000 numerictypes.py:655(<listcomp>)
       16    0.000    0.000    0.000    0.000 __init__.py:3162(_find_adapter)
        1    0.000    0.000    0.000    0.000 elliptic.py:63(<module>)
        1    0.000    0.000    0.000    0.000 power.py:1046(_eval_is_rational)
        9    0.000    0.000    0.000    0.000 compiler.py:178(soft)
        1    0.000    0.000    0.000    0.000 breadth_first_search.py:16(<module>)
        1    0.000    0.000    0.000    0.000 kclique.py:7(<module>)
      158    0.000    0.000    0.000    0.000 _decorators.py:276(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:275(UInt64Index)
       28    0.000    0.000    0.000    0.000 docstring.py:40(__call__)
        1    0.000    0.000    0.000    0.000 gui.py:9(<module>)
      514    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       53    0.000    0.000    0.000    0.000 sre_parse.py:1030(expand_template)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
       57    0.000    0.000    0.000    0.000 operations.py:31(<listcomp>)
       60    0.000    0.000    0.000    0.000 symbol.py:176(free_symbols)
        1    0.000    0.000    0.000    0.000 traversaltools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 class_registry.py:5(ClassRegistry)
       12    0.000    0.000    0.000    0.000 graph.py:49(add_edge)
        1    0.000    0.000    0.000    0.000 parser.py:342(parse_signature)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cuts.py:14(<module>)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:353(f)
      212    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      162    0.000    0.000    0.000    0.000 fromnumeric.py:2986(ndim)
       93    0.000    0.000    0.000    0.000 _internal.py:830(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:2929(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
  135/117    0.000    0.000    0.000    0.000 expr.py:371(<genexpr>)
       10    0.000    0.000    0.000    0.000 decorators.py:15(deprecated)
       33    0.000    0.000    0.000    0.000 mul.py:1072(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:2164(_eval_power)
        1    0.000    0.000    0.000    0.000 constructor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cuts.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:555(get_home)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2523(__str__)
        1    0.000    0.000    0.000    0.000 tiles.py:48(TileSource)
        1    0.000    0.000    0.000    0.000 sliders.py:193(DateRangeSlider)
        2    0.000    0.000    0.000    0.000 simulation.py:63(update_output_information)
       27    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
        2    0.000    0.000    0.000    0.000 cache.py:182(_getenv)
        8    0.000    0.000    0.000    0.000 numbers.py:3051(__hash__)
       16    0.000    0.000    0.000    0.000 pretty_symbology.py:163(<lambda>)
        1    0.000    0.000    0.000    0.000 line.py:933(Line)
        1    0.000    0.000    0.000    0.000 edgebfs.py:8(<module>)
        2    0.000    0.000    0.000    0.000 missing.py:3(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:88(__call__)
        1    0.000    0.000    0.000    0.000 timedeltas.py:126(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 concat.py:2(<module>)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:590(_get_xdg_cache_dir)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1453(setResultsName)
        2    0.000    0.000    0.000    0.000 dataspec.py:295(validate)
        1    0.000    0.000    0.000    0.000 sqltypes.py:35(_LookupExpressionAdapter)
      264    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:156(<listcomp>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
       16    0.000    0.000    0.000    0.000 libmpf.py:850(gmpy_mpf_mul)
       26    0.000    0.000    0.000    0.000 operations.py:352(make_args)
        2    0.000    0.000    0.000    0.000 numbers.py:1133(_eval_is_positive)
       25    0.000    0.000    0.000    0.000 polyoptions.py:63(__init__)
        1    0.000    0.000    0.000    0.000 matexpr.py:499(ZeroMatrix)
        1    0.000    0.000    0.000    0.000 ellipse.py:35(Ellipse)
        1    0.000    0.000    0.000    0.000 visitor.py:10(<module>)
        3    0.000    0.000    0.000    0.000 _decorators.py:331(indent)
       40    0.000    0.000    0.000    0.000 __init__.py:819(_wrap_inplace_method)
        1    0.000    0.000    0.000    0.000 annotations.py:645(Label)
        1    0.000    0.000    0.000    0.000 wrappers.py:9(<module>)
       19    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       30    0.000    0.000    0.000    0.000 docopt.py:211(single_match)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      255    0.000    0.000    0.000    0.000 {method 'bit_scan1' of 'mpz' objects}
       14    0.000    0.000    0.000    0.000 iterables.py:68(<lambda>)
        1    0.000    0.000    0.000    0.000 decorators.py:6(<module>)
      110    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
        1    0.000    0.000    0.000    0.000 typing.py:1585(TextIO)
        3    0.000    0.000    0.000    0.000 __init__.py:35(__deprecate_private_class)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
       93    0.000    0.000    0.000    0.000 pyparsing.py:1614(preParse)
        1    0.000    0.000    0.000    0.000 pytables.py:1996(DataCol)
       92    0.000    0.000    0.000    0.000 container.py:136(_is_seq)
        9    0.000    0.000    0.000    0.000 serialization.py:292(<genexpr>)
       52    0.000    0.000    0.000    0.000 utils.py:130(__init__)
        1    0.000    0.000    0.000    0.000 schema.py:10(<module>)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
       60    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
       84    0.000    0.000    0.000    0.000 functions.py:81(defun_wrapped)
      274    0.000    0.000    0.000    0.000 logic.py:390(arg)
        6    0.000    0.000    0.000    0.000 numbers.py:1100(num)
        2    0.000    0.000    0.000    0.000 add.py:643(_eval_is_nonpositive)
        1    0.000    0.000    0.000    0.000 latex.py:120(LatexPrinter)
        6    0.000    0.000    0.000    0.000 bessel.py:563(assume_integer_order)
        4    0.000    0.000    0.000    0.000 ssl.py:367(__new__)
        1    0.000    0.000    0.000    0.000 graph.py:32(Graph)
        1    0.000    0.000    0.000    0.000 _index.py:2(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:4(<module>)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 serialization.py:240(make_id)
        1    0.000    0.000    0.000    0.000 output.py:9(<module>)
      461    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 docopt.py:430(parse_argv)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3098(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:190(_getuserbase)
        1    0.000    0.000    0.000    0.000 function_docs.py:3(<module>)
       49    0.000    0.000    0.000    0.000 facts.py:437(<genexpr>)
        1    0.000    0.000    0.000    0.000 power.py:258(_eval_power)
        1    0.000    0.000    0.000    0.000 transforms.py:1196(InverseLaplaceTransform)
       13    0.000    0.000    0.000    0.000 environment.py:970(_from_namespace)
        9    0.000    0.000    0.000    0.000 compiler.py:165(copy)
       13    0.000    0.000    0.000    0.000 loaders.py:22(split_template_path)
        1    0.000    0.000    0.000    0.000 equitable_coloring.py:8(<module>)
        5    0.000    0.000    0.000    0.000 fontconfig_pattern.py:132(_family)
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
        2    0.000    0.000    0.000    0.000 palettes.py:1210(Category20)
        1    0.000    0.000    0.000    0.000 map_plots.py:127(GMapPlot)
      187    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 threading.py:1012(join)
       86    0.000    0.000    0.000    0.000 nodes.py:36(__init__)
        8    0.000    0.000    0.000    0.000 scanner.py:450(fetch_flow_collection_end)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:2899(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 densetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sortedlist.py:1676(SortedKeyList)
        2    0.000    0.000    0.000    0.000 typing.py:445(__init__)
       89    0.000    0.000    0.000    0.000 _parser.py:488(<dictcomp>)
      102    0.000    0.000    0.000    0.000 nodes.py:397(as_const)
       45    0.000    0.000    0.000    0.000 compiler.py:221(__init__)
       46    0.000    0.000    0.000    0.000 idtracking.py:153(__init__)
        2    0.000    0.000    0.000    0.000 graph.py:1775(number_of_edges)
        1    0.000    0.000    0.000    0.000 betweenness_subset.py:9(<module>)
        1    0.000    0.000    0.000    0.000 unweighted.py:12(<module>)
        1    0.000    0.000    0.000    0.000 shortestaugmentingpath.py:4(<module>)
        2    0.000    0.000    0.000    0.000 quality.py:35(require_partition)
       22    0.000    0.000    0.000    0.000 numpy_.py:443(_create_arithmetic_method)
       71    0.000    0.000    0.000    0.000 rcsetup.py:118(validate_bool)
       11    0.000    0.000    0.000    0.000 rcsetup.py:661(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3175(parseImpl)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4251(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:1224(Transform)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 formatters.py:109(MercatorTickFormatter)
        1    0.000    0.000    0.000    0.000 sources.py:88(ColumnDataSource)
        1    0.000    0.000    0.000    0.000 sliders.py:143(RangeSlider)
       21    0.000    0.000    0.000    0.000 sympy_parser.py:615(convert_xor)
       86    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
       67    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 threading.py:1185(__init__)
      135    0.000    0.000    0.000    0.000 docopt.py:578(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:3239(_initialize)
        1    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
        6    0.000    0.000    0.000    0.000 ctx_mp_python.py:167(_cmp)
       28    0.000    0.000    0.000    0.000 lambdify.py:555(<genexpr>)
      124    0.000    0.000    0.000    0.000 symbol.py:145(<genexpr>)
        2    0.000    0.000    0.000    0.000 _compat.py:91(__new__)
       16    0.000    0.000    0.000    0.000 __init__.py:172(make_simple_escaping_wrapper)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:141(patch_template)
        1    0.000    0.000    0.000    0.000 union_find.py:10(<module>)
        1    0.000    0.000    0.000    0.000 rcm.py:3(<module>)
        8    0.000    0.000    0.000    0.000 weakly_connected.py:155(_plain_bfs)
        1    0.000    0.000    0.000    0.000 small.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _ranges.py:4(<module>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3676(__init__)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:9(<module>)
        1    0.000    0.000    0.000    0.000 widget.py:55(Widget)
       74    0.000    0.000    0.000    0.000 base.py:29(_is_event_name)
        1    0.000    0.000    0.000    0.000 __main__.py:376(set_seed)
        1    0.000    0.000    0.000    0.000 core.py:2773(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
        1    0.000    0.000    0.000    0.000 polynomials.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:366(__new__)
       10    0.000    0.000    0.000    0.000 mul.py:1064(<lambda>)
       51    0.000    0.000    0.000    0.000 emulsion_model.py:949(<dictcomp>)
        1    0.000    0.000    0.000    0.000 unary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 planar_drawing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2084(IdentityTransform)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        2    0.000    0.000    0.000    0.000 palettes.py:1215(Category20b)
        1    0.000    0.000    0.000    0.000 tickers.py:88(FixedTicker)
        1    0.000    0.000    0.000    0.000 inspection.py:32(<module>)
        1    0.000    0.000    0.000    0.000 type_api.py:754(TypeDecorator)
        1    0.000    0.000    0.000    0.000 default.py:36(DefaultDialect)
        3    0.000    0.000    0.000    0.000 threading.py:499(__init__)
       90    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
        8    0.000    0.000    0.000    0.000 random.py:256(choice)
       35    0.000    0.000    0.000    0.000 libmpf.py:574(mpf_cmp)
       24    0.000    0.000    0.000    0.000 calculus.py:4(defun)
       10    0.000    0.000    0.000    0.000 mul.py:1066(<lambda>)
        1    0.000    0.000    0.000    0.000 simpledomain.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 release.py:119(get_revision)
        1    0.000    0.000    0.000    0.000 uuid.py:63(SafeUUID)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
       16    0.000    0.000    0.000    0.000 integer.py:684(_create_arithmetic_method)
       58    0.000    0.000    0.000    0.000 strings.py:1781(forbid_nonstring_types)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 threading.py:513(set)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        7    0.000    0.000    0.000    0.000 __init__.py:793(__init__)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
        1    0.000    0.000    0.000    0.000 libintmath.py:81(<listcomp>)
        1    0.000    0.000    0.000    0.000 importtools.py:15(__sympy_debug)
        8    0.000    0.000    0.000    0.000 version.py:51(__lt__)
       41    0.000    0.000    0.000    0.000 decorators.py:98(call_highest_priority)
        8    0.000    0.000    0.000    0.000 manualintegrate.py:609(uncurry)
        1    0.000    0.000    0.000    0.000 session.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1571(BinaryIO)
        2    0.000    0.000    0.000    0.000 graph.py:1732(size)
        1    0.000    0.000    0.000    0.000 __init__.py:215(<listcomp>)
        1    0.000    0.000    0.000    0.000 dinitz_alg.py:13(<module>)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
       51    0.000    0.000    0.000    0.000 common.py:168(_not_none)
       51    0.000    0.000    0.000    0.000 generic.py:5145(__finalize__)
